"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","retend"
"200439",58,2,1,NA,FALSE,43,0,0,1.35375095846547,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",59,2,1,NA,FALSE,43,1,-250,1.2418282921737,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",60,2,4,NA,FALSE,43,0,0,1.64457683302617,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",61,3,3,NA,FALSE,43,1,50,2.15407823159749,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",62,3,4,NA,FALSE,43,1,50,1.9495202966729,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",63,3,3,NA,FALSE,43,1,0,3.05606728493322,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",64,3,1,NA,FALSE,43,1,-250,1.25170461208616,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",65,3,2,NA,FALSE,43,1,100,1.13225291671898,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",66,3,1,NA,FALSE,43,1,100,0.587607863809186,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",67,3,4,NA,FALSE,43,1,50,1.34600002787716,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",68,3,3,NA,FALSE,43,1,50,1.29932542033425,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",69,3,1,NA,FALSE,43,1,-250,0.652044492490755,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",70,3,1,NA,FALSE,43,0,0,1.24430184038275,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",71,3,2,NA,FALSE,43,0,0,0.463843804843662,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",72,3,2,NA,FALSE,43,1,100,0.675989776007476,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",73,3,2,NA,FALSE,43,0,0,0.536948915941787,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",74,3,3,NA,FALSE,43,1,-25,0.752772987291104,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",75,3,3,NA,FALSE,43,0,0,0.563846946902083,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",76,3,3,NA,FALSE,43,0,0,0.866257171781362,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
