"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"update",41,0.1356145,0.132102,"group",-0.0035125,-0.0259006227210217
"con",42,-1.312865,-0.220519,"group",1.092346,0.832032234845167
"gain",42,0.8539165,0.3616015,"group",-0.492315,-0.576537635705599
"loss",42,0.232041,0.596919,"group",0.364878,1.57247210622261
"update",42,0.1710075,0.140329,"group",-0.0306785,-0.179398564390451
"con",43,-3.05482,-1.290485,"group",1.764335,0.577557761177418
"gain",43,0.514035,0.1886745,"group",-0.3253605,-0.632953981732762
"loss",43,3.354495,4.739505,"group",1.38501,0.412881819767208
"update",43,0.367365,0.1729225,"group",-0.1944425,-0.529289671035619
"con",44,-0.441674,-0.1583265,"group",0.2833475,0.641530857600855
"gain",44,0.3979485,0.2204375,"group",-0.177511,-0.446065257187802
"loss",44,0.4358765,0.83933,"group",0.4034535,0.925614250825635
"update",44,0.510062,0.3119375,"group",-0.1981245,-0.388432190596437
"con",45,0.131756,-0.3331255,"group",-0.4648815,-3.52835165001973
"gain",45,0.218345,0.1967065,"group",-0.0216385,-0.0991023380430053
"loss",45,0.9939325,1.42403,"group",0.4300975,0.432723047088208
"update",45,0.08930385,0.143344,"group",0.05404015,0.605126766651158
"con",46,-0.349597,0.329635,"group",0.679232,1.94289996767707
"gain",46,0.680963,0.3574585,"group",-0.3235045,-0.475069130040839
"loss",46,0.3119755,0.6860385,"group",0.374063,1.19901402513979
"update",46,0.0819658,0.1179335,"group",0.0359677,0.438813505144829
"con",47,0.187195,0.9687955,"group",0.7816005,4.17532786666311
"gain",47,0.3354905,0.128621,"group",-0.2068695,-0.616618056248985
"loss",47,0.5597085,0.540993,"group",-0.0187154999999999,-0.033437941356974
"update",47,0.30958,0.390734,"group",0.0811540000000001,0.262142257251761
"con",48,-1.32221,-1.32782,"group",-0.00560999999999989,-0.00424289636290748
"gain",48,0.3405685,0.1967645,"group",-0.143804,-0.422246919489031
"loss",48,1.436575,4.665165,"group",3.22859,2.24742181925761
"update",48,0.3246135,0.2067605,"group",-0.117853,-0.363056373194584
"con",49,-0.6115125,-0.4648785,"group",0.146634,0.239789047648249
"gain",49,0.2236285,0.2568125,"group",0.033184,0.148388957579199
"loss",49,0.799831,1.98199,"group",1.182159,1.47801097981949
"update",49,0.2341195,0.222926,"group",-0.0111935,-0.0478110537567352
"con",50,-0.281816,-0.566432,"group",-0.284616,-1.00993556079144
"gain",50,0.181208,0.22825,"group",0.047042,0.259602225067326
"loss",50,1.136035,3.33068,"group",2.194645,1.93184628994705
"update",50,0.265693,0.1234605,"group",-0.1422325,-0.535326485831392
"con",51,-1.86383,-1.21813,"group",0.6457,0.346437175064249
"gain",51,0.19169,0.1748485,"group",-0.0168415,-0.0878579998956648
"loss",51,5.068285,3.54073,"group",-1.527555,-0.301394850526361
"update",51,0.1221095,0.171044,"group",0.0489345,0.400742775951093
"con",52,-0.8407815,0.1774205,"group",1.018202,1.21101855832936
"gain",52,0.7491885,0.2552535,"group",-0.493935,-0.659293355410554
"loss",52,0.391048,0.8527275,"group",0.4616795,1.18062104907837
"update",52,0.1681815,0.1983535,"group",0.030172,0.179401420489174
"con",53,-0.6163085,-0.315998,"group",0.3003105,0.487273013434019
"gain",53,0.232981,0.2106725,"group",-0.0223085,-0.0957524433322889
"loss",53,1.853975,1.896795,"group",0.0428200000000001,0.0230963200690409
"update",53,0.3835955,0.1624485,"group",-0.221147,-0.576510934043804
"con",54,-0.4785135,-0.217412,"group",0.2611015,0.54565127211667
"gain",54,0.2353305,0.1692135,"group",-0.066117,-0.280953807517513
"loss",54,4.002185,3.44278,"group",-0.559405,-0.139774897961988
"update",54,0.3482235,0.267608,"group",-0.0806155,-0.231505053507302
"con",55,-0.3452645,0.0348991,"group",0.3801636,1.10107931745082
"gain",55,0.3491505,0.240374,"group",-0.1087765,-0.311546167054035
"loss",55,0.390584,0.500905,"group",0.110321,0.282451406099584
"update",55,0.2009905,0.2268485,"group",0.025858,0.12865284677634
"con",56,-2.96566,-1.40234,"group",1.56332,0.527140670204946
"gain",56,0.5454375,0.183766,"group",-0.3616715,-0.663085138077232
"loss",56,4.18453,4.23626,"group",0.0517300000000001,0.0123622007728467
"update",56,0.491553,0.132095,"group",-0.359458,-0.731270076675353
"con",57,-1.530455,-1.21372,"group",0.316735,0.206954794489221
"gain",57,0.2755215,0.2166,"group",-0.0589215,-0.2138544541896
"loss",57,3.015775,3.96881,"group",0.953035,0.316016612645174
"update",57,0.2139795,0.1285275,"group",-0.085452,-0.399346666386266
"con",58,-0.7093305,-0.0899272,"group",0.6194033,0.873222425935442
"gain",58,0.541911,0.2248795,"group",-0.3170315,-0.585025031785662
"loss",58,0.425154,1.113525,"group",0.688371,1.61910978139686
"update",58,0.4949505,0.2675715,"group",-0.227379,-0.459397454897005
"con",59,-1.980485,-1.6734,"group",0.307085,0.155055453588389
"gain",59,0.195066,0.1858515,"group",-0.00921450000000001,-0.0472378579557689
"loss",59,2.9768,3.974005,"group",0.997205,0.33499227358237
"update",59,0.104333,0.1486125,"group",0.0442795,0.424405509282777
"con",60,0.222097,-2.129485,"group",-2.351582,-10.5880853861151
"gain",60,0.218965,0.1875695,"group",-0.0313955,-0.143381362318179
"loss",60,0.7758625,4.89705,"group",4.1211875,5.31174982680565
"update",60,0.06791275,0.1042545,"group",0.03634175,0.535124111451826
"con",61,-0.137418,-0.454426,"group",-0.317008,-2.30688847167038
"gain",61,0.264471,0.3749995,"group",0.1105285,0.417922948073702
