"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"gain",195,0.1089045,0.1163165,"group",0.007412,0.0680596302264829
"loss",195,1.56491,1.547035,"group",-0.0178749999999999,-0.0114223821178214
"retend",195,0.252358,0.361165,"group",0.108807,0.431161286743436
"boundary",196,1.926375,1.877015,"group",-0.0493600000000001,-0.0256232561157615
"tau",196,0.226478,0.2107005,"group",-0.0157775,-0.0696646031844153
"beta",196,0.6330765,0.614797,"group",-0.0182795,-0.0288740776193714
"drift_con",196,-0.7341895,-0.9488385,"group",-0.214649,-0.292361849359055
"gain",196,0.1047575,0.106504,"group",0.0017465,0.0166718373386154
"loss",196,1.13192,1.625805,"group",0.493885,0.436325005300728
"retend",196,0.3714695,0.2848085,"group",-0.086661,-0.233292369898471
"boundary",197,1.650135,1.569485,"group",-0.0806500000000001,-0.0488747890324126
"tau",197,0.2701615,0.242392,"group",-0.0277695,-0.102788517238763
"beta",197,0.670947,0.606588,"group",-0.0643589999999999,-0.0959226287620333
