"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","wgt_rew","wgt_pun","update"
"0002",44,3,NA,FALSE,35,4,0.107016434171237,0,0.322619753064187,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",45,3,NA,FALSE,35,2,0.25,0,0.315853807164818,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",46,3,NA,FALSE,35,2,0.25,0,0.355560153053585,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",47,3,NA,FALSE,35,1,0.25,0.423774227814283,0.231311907283888,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",48,3,NA,FALSE,35,1,0.25,0,0.16201232627686,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",49,3,NA,FALSE,35,3,0.102736047131475,0.126080556993838,0.441877296333314,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",50,3,NA,FALSE,35,2,0.25,0,0.312566005521117,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",51,3,NA,FALSE,35,3,0.125546452403069,0.114037098002154,0.212621040548584,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",52,3,NA,FALSE,35,2,0.25,0,0.728337466949764,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",53,3,NA,FALSE,35,1,0.25,0,0.144544994335777,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
"0002",54,3,NA,FALSE,35,1,0.25,0,0.511067435868225,1.62542,0.973018,0.0594727,0.0525377,0.1178665,3.728315,0.0819733,0.728777,0.629057
