"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","update","epP","epN","K","w","decay"
"10",26,2,NA,FALSE,97,3,0.146573478111532,0.0673305129283108,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",27,2,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",28,2,NA,FALSE,97,1,0.25,0.690738542797044,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",29,2,NA,FALSE,97,3,0.142772370413877,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",30,2,NA,FALSE,97,3,0.104449176439084,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",31,2,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",32,2,NA,FALSE,97,1,0.25,0.527625094912946,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",33,2,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",34,2,NA,FALSE,97,4,0.115402945154347,0.639175726554822,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",35,2,NA,FALSE,97,4,0.121857039141469,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",36,2,NA,FALSE,97,3,0.112578634079546,0.0815499940654263,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",37,2,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",38,2,NA,FALSE,97,3,0.138322496425826,0.110152663465124,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",39,2,NA,FALSE,97,3,0.14446079088375,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",40,2,NA,FALSE,97,4,0.132315683481283,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",41,3,NA,FALSE,97,4,0.103586048271973,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",42,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",43,3,NA,FALSE,97,3,0.124653475382365,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",44,3,NA,FALSE,97,4,0.128205631056335,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",45,3,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",46,3,NA,FALSE,97,3,0.13437543240143,0.189415928767994,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",47,3,NA,FALSE,97,1,0.25,0.350269824499264,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",48,3,NA,FALSE,97,1,0.25,0.740247427043505,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",49,3,NA,FALSE,97,4,0.114636893675197,0.630383498186711,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",50,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",51,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",52,3,NA,FALSE,97,4,0.123445806780364,0.60560330908047,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",53,3,NA,FALSE,97,3,0.113790305238217,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",54,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
