"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","decay"
"100",11,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",12,1,NA,FALSE,33,1,0.25,0.690989837213419,1.298355,0.03580445,0.5254035,0.09005905
"100",13,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",14,1,NA,FALSE,33,1,0.25,0.780716416717041,1.298355,0.03580445,0.5254035,0.09005905
"100",15,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",16,1,NA,FALSE,33,1,0.25,0.591944971634075,1.298355,0.03580445,0.5254035,0.09005905
"100",17,1,NA,FALSE,33,1,0.25,0.62755596768111,1.298355,0.03580445,0.5254035,0.09005905
"100",18,1,NA,FALSE,33,1,0.25,0.499806251376867,1.298355,0.03580445,0.5254035,0.09005905
"100",19,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",20,1,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",21,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",22,2,NA,FALSE,33,1,0.25,0.784453780972399,1.298355,0.03580445,0.5254035,0.09005905
"100",23,2,NA,FALSE,33,1,0.25,0.588137859548442,1.298355,0.03580445,0.5254035,0.09005905
"100",24,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",25,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",26,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",27,2,NA,FALSE,33,1,0.25,0.572905442980118,1.298355,0.03580445,0.5254035,0.09005905
"100",28,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",29,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",30,2,NA,FALSE,33,1,0.25,0.786860542185605,1.298355,0.03580445,0.5254035,0.09005905
"100",31,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",32,2,NA,FALSE,33,1,0.25,0.38335091243498,1.298355,0.03580445,0.5254035,0.09005905
"100",33,2,NA,FALSE,33,1,0.25,0.807638745743316,1.298355,0.03580445,0.5254035,0.09005905
"100",34,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",35,2,NA,FALSE,33,1,0.25,0.672356070019305,1.298355,0.03580445,0.5254035,0.09005905
"100",36,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",37,2,NA,FALSE,33,1,0.25,0.513281341688707,1.298355,0.03580445,0.5254035,0.09005905
"100",38,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",39,2,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",40,2,NA,FALSE,33,1,0.25,0.515752161294222,1.298355,0.03580445,0.5254035,0.09005905
"100",41,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",42,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",43,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",44,3,NA,FALSE,33,1,0.25,0.448136963613797,1.298355,0.03580445,0.5254035,0.09005905
"100",45,3,NA,FALSE,33,1,0.25,0.820658026903402,1.298355,0.03580445,0.5254035,0.09005905
"100",46,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",47,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",48,3,NA,FALSE,33,1,0.25,0.760464547446463,1.298355,0.03580445,0.5254035,0.09005905
"100",49,3,NA,FALSE,33,1,0.25,0.440244874637574,1.298355,0.03580445,0.5254035,0.09005905
"100",50,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",51,3,NA,FALSE,33,1,0.25,0.488661385513842,1.298355,0.03580445,0.5254035,0.09005905
"100",52,3,NA,FALSE,33,1,0.25,0.496910474717151,1.298355,0.03580445,0.5254035,0.09005905
"100",53,3,NA,FALSE,33,1,0.25,0.700954542635009,1.298355,0.03580445,0.5254035,0.09005905
"100",54,3,NA,FALSE,33,1,0.25,0.555775652185548,1.298355,0.03580445,0.5254035,0.09005905
"100",55,3,NA,FALSE,33,1,0.25,0.725219757121522,1.298355,0.03580445,0.5254035,0.09005905
"100",56,3,NA,FALSE,33,1,0.25,0.46550908125937,1.298355,0.03580445,0.5254035,0.09005905
"100",57,3,NA,FALSE,33,1,0.25,0.661117709847167,1.298355,0.03580445,0.5254035,0.09005905
"100",58,3,NA,FALSE,33,1,0.25,0.821796552091837,1.298355,0.03580445,0.5254035,0.09005905
"100",59,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",60,3,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",61,4,NA,FALSE,33,1,0.25,0.816157886106521,1.298355,0.03580445,0.5254035,0.09005905
"100",62,4,NA,FALSE,33,1,0.25,0.564491623744834,1.298355,0.03580445,0.5254035,0.09005905
"100",63,4,NA,FALSE,33,1,0.25,0.749666717194486,1.298355,0.03580445,0.5254035,0.09005905
"100",64,4,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",65,4,NA,FALSE,33,1,0.25,0.525126294628717,1.298355,0.03580445,0.5254035,0.09005905
"100",66,4,NA,FALSE,33,1,0.25,0,1.298355,0.03580445,0.5254035,0.09005905
"100",67,4,NA,FALSE,33,1,0.25,0.491144129773602,1.298355,0.03580445,0.5254035,0.09005905
"100",68,4,NA,FALSE,33,1,0.25,0.549701778322924,1.298355,0.03580445,0.5254035,0.09005905
"100",69,4,NA,FALSE,33,1,0.25,0.845341924810782,1.298355,0.03580445,0.5254035,0.09005905
