"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","gain","loss","con","retend"
"200438",117,5,3,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",118,5,4,NA,FALSE,4,0,0,0.205683,0.5607385,0.3816185,0.294227
"200438",119,5,2,NA,FALSE,4,1,100,0.205683,0.5607385,0.3816185,0.294227
"200438",120,5,4,NA,FALSE,4,1,50,0.205683,0.5607385,0.3816185,0.294227
"200442",1,0,4,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",2,0,3,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",3,0,2,1,TRUE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",4,0,3,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",5,0,3,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",6,0,2,1,TRUE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",7,0,2,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",8,0,4,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",9,0,2,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",10,0,1,1,TRUE,184,1,-250,0.138514,0.2621535,-0.0826411,0.8981
"200442",11,0,4,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",12,0,1,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",13,0,4,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",14,0,3,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",15,0,2,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",16,0,4,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",17,0,3,1,TRUE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",18,0,1,1,TRUE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",19,0,1,1,TRUE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",20,0,1,0,TRUE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",21,1,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",22,1,3,NA,FALSE,184,1,-25,0.138514,0.2621535,-0.0826411,0.8981
"200442",23,1,3,NA,FALSE,184,1,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",24,1,1,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",25,1,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",26,1,3,NA,FALSE,184,1,-25,0.138514,0.2621535,-0.0826411,0.8981
"200442",27,1,1,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",28,1,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",29,1,1,NA,FALSE,184,1,-250,0.138514,0.2621535,-0.0826411,0.8981
"200442",30,1,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",31,1,1,NA,FALSE,184,1,-250,0.138514,0.2621535,-0.0826411,0.8981
"200442",32,1,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",33,1,1,NA,FALSE,184,1,-250,0.138514,0.2621535,-0.0826411,0.8981
"200442",34,1,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",35,1,4,NA,FALSE,184,1,-200,0.138514,0.2621535,-0.0826411,0.8981
"200442",36,1,4,NA,FALSE,184,1,-200,0.138514,0.2621535,-0.0826411,0.8981
"200442",37,1,1,NA,FALSE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",38,1,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",39,1,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",40,1,3,NA,FALSE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",41,2,3,NA,FALSE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",42,2,2,NA,FALSE,184,1,-1150,0.138514,0.2621535,-0.0826411,0.8981
"200442",43,2,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",44,2,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",45,2,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",46,2,1,NA,FALSE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",47,2,3,NA,FALSE,184,1,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",48,2,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",49,2,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",50,2,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",51,2,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",52,2,1,NA,FALSE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
"200442",53,2,2,NA,FALSE,184,1,100,0.138514,0.2621535,-0.0826411,0.8981
"200442",54,2,4,NA,FALSE,184,1,50,0.138514,0.2621535,-0.0826411,0.8981
"200442",55,2,3,NA,FALSE,184,0,0,0.138514,0.2621535,-0.0826411,0.8981
