"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","update","decay"
"200004",15,0,2,0,TRUE,109,0,0,0.279892720506631,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",16,0,4,1,TRUE,109,1,50,0.251764828638804,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",17,0,3,1,TRUE,109,1,0,0.719696320676123,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",18,0,1,1,TRUE,109,1,-250,0.492477014292175,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",19,0,1,1,TRUE,109,1,100,0.32014429196514,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",20,0,1,0,TRUE,109,0,0,1.04853087221831,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",21,1,2,NA,FALSE,109,1,100,0.513285121996417,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",22,1,4,NA,FALSE,109,1,50,0.618681017618908,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",23,1,3,NA,FALSE,109,0,0,0.627294094404914,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",24,1,2,NA,FALSE,109,1,100,0.319570261926215,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",25,1,1,NA,FALSE,109,1,-250,0.389488421562729,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",26,1,4,NA,FALSE,109,0,0,0.561693320611482,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",27,1,4,NA,FALSE,109,0,0,0.867144731881093,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",28,1,2,NA,FALSE,109,1,100,0.392695782750318,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",29,1,1,NA,FALSE,109,1,100,0.177593876097423,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",30,1,1,NA,FALSE,109,1,100,1.03124819344386,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",31,1,3,NA,FALSE,109,1,-25,0.276385204836003,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",32,1,2,NA,FALSE,109,1,100,0.684324012488454,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",33,1,2,NA,FALSE,109,1,100,0.1723378906315,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",34,1,1,NA,FALSE,109,1,100,0.490043614763436,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",35,1,3,NA,FALSE,109,0,0,1.09737455837755,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",36,1,4,NA,FALSE,109,1,50,0.176337205524361,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",37,1,2,NA,FALSE,109,1,100,0.407950351770826,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",38,1,3,NA,FALSE,109,0,0,0.671316627406683,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",39,1,1,NA,FALSE,109,1,100,0.948771076687366,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",40,1,4,NA,FALSE,109,1,50,0.449863613176069,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",41,2,4,NA,FALSE,109,1,50,0.369785843879934,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",42,2,4,NA,FALSE,109,1,50,0.237609584461541,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",43,2,2,NA,FALSE,109,1,-1150,0.186108288508182,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",44,2,3,NA,FALSE,109,1,-25,0.375860506562665,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",45,2,2,NA,FALSE,109,0,0,0.29903950898042,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",46,2,1,NA,FALSE,109,1,-250,0.304622971927046,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",47,2,1,NA,FALSE,109,1,-250,1.56689797828623,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
