"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"Arew",43,0.130224,0.1592515,"group",0.0290275,0.222904380144981
"Apun",43,0.192191,0.238119,"group",0.045928,0.238970607364549
"K",43,0.5839355,0.570239,"group",-0.0136965,-0.0234555015065876
"betaF",43,5.862865,4.561485,"group",-1.30138,-0.221969975430101
"betaP",43,-2.401795,-2.6095,"group",-0.207705,-0.0864790708615849
"Arew",44,0.057082,0.0980667,"group",0.0409847,0.717996916716303
"Apun",44,0.0915936,0.0708537,"group",-0.0207399,-0.226433942982916
"K",44,0.615143,0.5661325,"group",-0.0490105000000001,-0.079673344246785
"betaF",44,2.69911,2.51975,"group",-0.17936,-0.0664515340241783
"betaP",44,1.71801,0.933816,"group",-0.784194,-0.45645485183439
"Arew",45,0.0516923,0.122901,"group",0.0712087,1.37754946094486
"Apun",45,0.02808465,0.0369903,"group",0.00890565,0.317100266515695
"K",45,0.243303,0.4754275,"group",0.2321245,0.954055231542562
"betaF",45,3.054115,2.69688,"group",-0.357235,-0.116968418019623
"betaP",45,-2.02851,-2.46598,"group",-0.43747,-0.215660755924299
"Arew",46,0.289037,0.3156245,"group",0.0265875,0.0919864930787407
"Apun",46,0.0245309,0.0336498,"group",0.00911889999999999,0.371731163552906
"K",46,0.4414,0.623784,"group",0.182384,0.413194381513367
"betaF",46,3.095635,3.820165,"group",0.724530000000001,0.234048910805053
"betaP",46,1.646025,1.142575,"group",-0.50345,-0.305858051973694
"Arew",47,0.1666385,0.1865105,"group",0.019872,0.119252153613961
"Apun",47,0.02793945,0.02700575,"group",-0.000933699999999996,-0.0334186965026153
