"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","Arew","Apun","K","betaF","betaP"
"0001",43,3,NA,FALSE,60,3,0.137079445307609,0.117451384011656,1.14297067948062,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",44,3,NA,FALSE,60,1,0.25,0.63196571378503,1.3315949675379,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",45,3,NA,FALSE,60,1,0.25,0.555213774053846,0.494492142729789,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",46,3,NA,FALSE,60,2,0.25,0,0.847494331048394,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",47,3,NA,FALSE,60,1,0.25,0.516409146995284,1.39208318955753,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",48,3,NA,FALSE,60,1,0.25,0,0.970388799391575,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",49,3,NA,FALSE,60,3,0.147313055186532,0,0.47127287591216,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",50,3,NA,FALSE,60,1,0.25,0,0.520491466723267,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",51,3,NA,FALSE,60,2,0.25,0,0.812071724710679,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",52,3,NA,FALSE,60,1,0.25,0.512101859820541,0.784914141606149,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",53,3,NA,FALSE,60,3,0.115443439711817,0.176198229298461,0.656918169105133,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",54,3,NA,FALSE,60,1,0.25,0,1.72911954536115,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
"0001",55,3,NA,FALSE,60,1,0.25,0.483085519634187,0.427848648961156,1.87067,1.86454,0.134153,0.0796721,0.148603,0.6251895,0.6048165,0.16323,1.462005,-0.042847,-0.814394
