"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay"
"0002",39,2,NA,FALSE,20,1,0.25,0,0.823437558398247,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",40,2,NA,FALSE,20,1,0.25,0.538748005812522,0.354713952825156,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",41,3,NA,FALSE,20,1,0.25,0.675334149587434,0.537551023261601,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",42,3,NA,FALSE,20,2,0.25,0,1.20110326022802,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",43,3,NA,FALSE,20,2,0.25,0,0.317539837800944,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",44,3,NA,FALSE,20,1,0.25,0.350881153449882,0.443961627781915,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",45,3,NA,FALSE,20,1,0.25,0.377191572659649,0.247899050071679,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",46,3,NA,FALSE,20,3,0.116251814900897,0,0.383080093657837,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",47,3,NA,FALSE,20,2,0.25,0,0.376983840713064,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",48,3,NA,FALSE,20,2,0.25,0,0.756745823402805,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",49,3,NA,FALSE,20,2,0.25,0,0.323334001622075,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",50,3,NA,FALSE,20,2,0.25,0,0.429905229890573,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",51,3,NA,FALSE,20,1,0.25,0,0.311821479260273,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",52,3,NA,FALSE,20,1,0.25,0.43394270229619,0.374497115422432,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",53,3,NA,FALSE,20,2,0.25,0,0.327264190476449,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",54,3,NA,FALSE,20,1,0.25,0.410540718038101,0.723579657704322,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",55,3,NA,FALSE,20,2,0.25,0,0.235716379891236,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",56,3,NA,FALSE,20,1,0.25,0.800606126862112,0.397909717520999,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",57,3,NA,FALSE,20,1,0.25,0.736258530570194,0.472987602290636,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
